Start_Node,End_Node,Pipe_Length (m),Pipe_Diameter (cm),geometry
11,45,227.866691944021,26.338223256339305,"LINESTRING (65.44015377153796 64.41164774873603, 60.701253974290104 69.42014623788506)"
12,19,131.80049024781286,37.18788867333381,"LINESTRING (47.804508620964725 0.5726787691803903, 44.29564944276482 4.677373707716881)"
12,40,120.56571739256256,12.267217286633416,"LINESTRING (47.804508620964725 0.5726787691803903, 60.930510204793045 9.702922408673532)"
12,46,422.28596738176066,11.386908169042655,"LINESTRING (47.804508620964725 0.5726787691803903, 41.487391216741464 18.045064229667783)"
12,48,68.86184752231588,25.67642251775636,"LINESTRING (47.804508620964725 0.5726787691803903, 46.89690050191495 19.650717006278207)"
13,22,238.6322941559546,37.88654768551922,"LINESTRING (87.94417965612298 21.724385610779308, 97.62045091912279 21.799184851392894)"
13,30,125.69164509493318,17.737413718259305,"LINESTRING (87.94417965612298 21.724385610779308, 79.35298748528466 29.98566225798657)"
14,15,445.6985970553133,35.66017925025007,"LINESTRING (90.21922572169069 62.41703774223001, 95.32302567012853 43.232263097583626)"
14,29,300.66823097376584,20.393125517611978,"LINESTRING (90.21922572169069 62.41703774223001, 84.88052569817947 47.714951541120165)"
14,49,154.1212863695816,45.44344435254065,"LINESTRING (90.21922572169069 62.41703774223001, 89.05403822645177 57.63556770865842)"
15,29,276.09227922486934,45.82759777066466,"LINESTRING (95.32302567012853 43.232263097583626, 84.88052569817947 47.714951541120165)"
15,49,379.1688618664021,21.89148817125306,"LINESTRING (95.32302567012853 43.232263097583626, 89.05403822645177 57.63556770865842)"
16,21,481.1531040137452,19.19975015852962,"LINESTRING (41.52237403733394 72.86271962714605, 28.2819604981983 86.58288086649004)"
16,33,149.2007019104385,26.45215888264925,"LINESTRING (41.52237403733394 72.86271962714605, 57.65391738968598 72.49790431496818)"
16,37,448.7817974582053,19.621263407205948,"LINESTRING (41.52237403733394 72.86271962714605, 50.149546482196286 83.07722494480647)"
16,45,470.4368513753706,36.895353731668145,"LINESTRING (41.52237403733394 72.86271962714605, 60.701253974290104 69.42014623788506)"
17,18,462.3892450394298,43.04258738193142,"LINESTRING (39.502404110963575 35.13239067385583, 48.44184781162827 26.315070136709785)"
17,24,335.9364605878594,36.92368523644868,"LINESTRING (39.502404110963575 35.13239067385583, 41.647446832321435 21.324203068075455)"
17,32,333.4192944956185,42.97401788997398,"LINESTRING (39.502404110963575 35.13239067385583, 46.58635150265481 30.241586156608)"
17,35,231.44478493272024,25.879686488298965,"LINESTRING (39.502404110963575 35.13239067385583, 24.570494684156195 27.122095453560313)"
17,46,388.57904703670454,16.252678828354433,"LINESTRING (39.502404110963575 35.13239067385583, 41.487391216741464 18.045064229667783)"
17,47,289.0823082579194,39.51803789590369,"LINESTRING (39.502404110963575 35.13239067385583, 55.59732129637208 42.479622752433386)"
17,48,354.8471320527325,24.418980205662155,"LINESTRING (39.502404110963575 35.13239067385583, 46.89690050191495 19.650717006278207)"
18,24,242.80605673195797,36.8508330091653,"LINESTRING (48.44184781162827 26.315070136709785, 41.647446832321435 21.324203068075455)"
18,32,379.1734088194126,20.825757679270627,"LINESTRING (48.44184781162827 26.315070136709785, 46.58635150265481 30.241586156608)"
18,46,421.0121829220471,13.249185392266906,"LINESTRING (48.44184781162827 26.315070136709785, 41.487391216741464 18.045064229667783)"
18,47,115.89631547126726,49.70327181951053,"LINESTRING (48.44184781162827 26.315070136709785, 55.59732129637208 42.479622752433386)"
18,48,424.8183720084026,16.24806031722397,"LINESTRING (48.44184781162827 26.315070136709785, 46.89690050191495 19.650717006278207)"
19,24,293.13343930563826,49.536839758539244,"LINESTRING (44.29564944276482 4.677373707716881, 41.647446832321435 21.324203068075455)"
19,40,430.09965909060094,49.09119730265789,"LINESTRING (44.29564944276482 4.677373707716881, 60.930510204793045 9.702922408673532)"
19,46,244.0857678534566,41.752724156321584,"LINESTRING (44.29564944276482 4.677373707716881, 41.487391216741464 18.045064229667783)"
19,48,220.56821842236576,36.3769184832799,"LINESTRING (44.29564944276482 4.677373707716881, 46.89690050191495 19.650717006278207)"
20,25,461.7773296327501,33.11228201004339,"LINESTRING (76.13386772967962 87.09361435705775, 64.19077736891018 73.7977164833799)"
20,42,163.02617039678057,44.64406181511339,"LINESTRING (76.13386772967962 87.09361435705775, 71.49641673321021 95.01192655525159)"
23,26,429.8955463787644,21.577580864779517,"LINESTRING (13.94181343616243 5.218227476257664, 2.0542155799563533 8.587443749928559)"
23,41,267.80925762923187,28.70724849939508,"LINESTRING (13.94181343616243 5.218227476257664, 9.465238173069224 2.3103045436463243)"
24,32,281.34294914806685,34.775598774660075,"LINESTRING (41.647446832321435 21.324203068075455, 46.58635150265481 30.241586156608)"
24,35,188.8107266702678,26.447619034779642,"LINESTRING (41.647446832321435 21.324203068075455, 24.570494684156195 27.122095453560313)"
24,46,307.8689902785571,27.09945816361072,"LINESTRING (41.647446832321435 21.324203068075455, 41.487391216741464 18.045064229667783)"
24,48,196.3450383242951,23.211386700083377,"LINESTRING (41.647446832321435 21.324203068075455, 46.89690050191495 19.650717006278207)"
25,33,67.67123640874354,32.56927266738144,"LINESTRING (64.19077736891018 73.7977164833799, 57.65391738968598 72.49790431496818)"
25,37,172.39937240496022,44.02298112060464,"LINESTRING (64.19077736891018 73.7977164833799, 50.149546482196286 83.07722494480647)"
25,45,52.8705695329658,18.061135120252516,"LINESTRING (64.19077736891018 73.7977164833799, 60.701253974290104 69.42014623788506)"
26,41,490.25965417558547,47.37732155013766,"LINESTRING (2.0542155799563533 8.587443749928559, 9.465238173069224 2.3103045436463243)"
27,31,484.5862444188864,37.56350614992918,"LINESTRING (12.675901915364607 51.22030538985853, 17.493852049787606 67.65320078621826)"
27,43,227.81988386253727,42.93092850720121,"LINESTRING (12.675901915364607 51.22030538985853, 14.939886637179267 54.962983921968615)"
29,30,377.7668844528407,32.247627705200465,"LINESTRING (84.88052569817947 47.714951541120165, 79.35298748528466 29.98566225798657)"
29,34,205.61274428469125,41.18066805696254,"LINESTRING (84.88052569817947 47.714951541120165, 72.61257217510038 37.507176399946744)"
29,44,351.9919206886892,10.648015893578687,"LINESTRING (84.88052569817947 47.714951541120165, 69.22714754836181 43.61252655879676)"
29,49,412.4435193706906,42.73521699118141,"LINESTRING (84.88052569817947 47.714951541120165, 89.05403822645177 57.63556770865842)"
30,34,476.04031011150835,11.605554363414662,"LINESTRING (79.35298748528466 29.98566225798657, 72.61257217510038 37.507176399946744)"
30,44,230.0955241323524,45.5965350545145,"LINESTRING (79.35298748528466 29.98566225798657, 69.22714754836181 43.61252655879676)"
31,43,402.4840923302215,49.67850988954573,"LINESTRING (17.493852049787606 67.65320078621826, 14.939886637179267 54.962983921968615)"
32,46,169.66780278445344,21.762698487071113,"LINESTRING (46.58635150265481 30.241586156608, 41.487391216741464 18.045064229667783)"
32,47,495.64953670714175,18.412742251431744,"LINESTRING (46.58635150265481 30.241586156608, 55.59732129637208 42.479622752433386)"
32,48,61.596319443958016,40.61453455432163,"LINESTRING (46.58635150265481 30.241586156608, 46.89690050191495 19.650717006278207)"
33,37,321.5879629255044,20.121053636810128,"LINESTRING (57.65391738968598 72.49790431496818, 50.149546482196286 83.07722494480647)"
33,39,346.7776917430972,44.62249532688814,"LINESTRING (57.65391738968598 72.49790431496818, 54.47245557455129 92.1288494532286)"
33,45,359.620500683358,14.113703686299068,"LINESTRING (57.65391738968598 72.49790431496818, 60.701253974290104 69.42014623788506)"
34,44,104.17441045509005,15.038207855174331,"LINESTRING (72.61257217510038 37.507176399946744, 69.22714754836181 43.61252655879676)"
34,47,472.3384025629087,49.16606220402463,"LINESTRING (72.61257217510038 37.507176399946744, 55.59732129637208 42.479622752433386)"
35,46,131.53247557253727,36.953555930800185,"LINESTRING (24.570494684156195 27.122095453560313, 41.487391216741464 18.045064229667783)"
36,40,330.2390314579285,43.87548897715811,"LINESTRING (70.81776246712455 4.073471744270874, 60.930510204793045 9.702922408673532)"
37,39,150.20423560538825,22.97317509406072,"LINESTRING (50.149546482196286 83.07722494480647, 54.47245557455129 92.1288494532286)"
37,45,188.2473876595719,37.05934998082418,"LINESTRING (50.149546482196286 83.07722494480647, 60.701253974290104 69.42014623788506)"
39,42,295.90634377765593,33.769673092343886,"LINESTRING (54.47245557455129 92.1288494532286, 71.49641673321021 95.01192655525159)"
40,48,237.73703835405942,34.12600480491788,"LINESTRING (60.930510204793045 9.702922408673532, 46.89690050191495 19.650717006278207)"
44,47,122.10152043942783,37.301298381508865,"LINESTRING (69.22714754836181 43.61252655879676, 55.59732129637208 42.479622752433386)"
46,48,126.92138108938173,33.01436692516394,"LINESTRING (41.487391216741464 18.045064229667783, 46.89690050191495 19.650717006278207)"
