Start_Node,End_Node,Pipe_Length (m),Pipe_Diameter (cm),geometry
7,47,211.45858569464457,28.623920725298404,"LINESTRING (50.83936934958865 73.5095903822343, 43.79256693927621 68.66260100683621)"
8,11,463.3063543866615,31.705785388303063,"LINESTRING (71.74182252480472 78.48561870972927, 28.824408855742277 77.79762875484484)"
8,25,195.82475626678897,21.461650085131375,"LINESTRING (49.52697758477229 57.74733164896875, 47.54814537429568 79.40097725856431)"
8,33,157.95794883648924,33.63333042276043,"LINESTRING (49.55708563957218 59.86254830862525, 58.004051259003546 57.204368563345795)"
8,44,295.78110411102523,11.220009997561977,"LINESTRING (24.551799686519836 53.866391657319475, 27.682750337466345 54.55708080536883)"
8,45,494.2601816442403,11.493927549968577,"LINESTRING (28.329630358964607 69.22624234409643, 30.91280506394869 60.3700184997159)"
8,47,196.82210860460015,42.904022426386334,"LINESTRING (73.80730459436072 64.21884920788617, 60.05346431126163 55.169596136048895)"
9,20,368.8542189623514,24.407625656450517,"LINESTRING (31.537341128520247 51.226058487994365, 30.136103784329872 58.35771017095876)"
9,25,404.64784613148703,15.08242050607539,"LINESTRING (30.62062905660481 52.66107601271167, 27.23815226603605 63.823363040981775)"
9,33,195.05501759695989,30.889730402192175,"LINESTRING (32.38002310434755 60.92809583144226, 50.20503625129142 70.71184485888097)"
9,37,391.2865394447438,40.799742123944434,"LINESTRING (22.358728390465934 73.98231196727127, 57.67402336945447 52.45277095846616)"
9,39,247.11325308770128,18.632841099873726,"LINESTRING (72.41471744640663 77.6261720159544, 23.664677591291824 58.30632944441611)"
9,42,352.92233223743176,34.915619032760006,"LINESTRING (68.37207678758368 72.44779071150975, 31.07126116138264 56.28047970010131)"
10,17,353.41188430435784,13.41389859975072,"LINESTRING (42.22832616748292 64.53568955573064, 57.09528629181776 61.067409187093176)"
10,18,314.3098736299034,12.067268846744309,"LINESTRING (47.75208296798887 72.4241281440127, 22.200992173435875 57.57310833032062)"
10,32,136.11590802176332,31.25418526272592,"LINESTRING (62.800975153073146 76.85620513061598, 50.70064652693996 65.96340455795946)"
10,47,434.1209982356952,31.62540486440426,"LINESTRING (26.430320680386565 63.422371004703635, 51.95703598730139 57.27411510904189)"
11,25,228.31202598869433,35.497196059928264,"LINESTRING (36.15459385696286 61.31852489313868, 21.204271866663582 59.66237496749535)"
11,33,174.6074041599417,39.04365334890646,"LINESTRING (32.68688041979268 59.824920565337436, 27.185727909155073 76.71581842219685)"
11,45,116.31005662190557,49.03408317850138,"LINESTRING (55.61554721324292 70.37306957433469, 67.3502743164403 64.95326596787172)"
12,19,336.35717727529675,30.65201393204781,"LINESTRING (25.215217285245423 66.11319625455644, 55.210467081252744 72.36318422552989)"
12,40,371.02574473691294,22.918258917649837,"LINESTRING (45.89957277378076 53.82740908386691, 37.026554347923465 60.892468891959055)"
12,46,106.63513157114247,41.80744779074814,"LINESTRING (58.755034479896075 67.12334914006736, 41.36580355387078 79.59545746378939)"
12,48,304.8372233197124,20.83329005048297,"LINESTRING (56.34648916141323 57.11680375207983, 26.106948357224226 54.58577417552996)"
13,22,190.59831007917518,27.558856828225444,"LINESTRING (34.757463703070485 54.82044119778667, 31.194021443078345 58.55285506081541)"
13,30,358.06911616377994,13.138255253690637,"LINESTRING (30.40241571768529 76.90296273879275, 24.81402473969853 65.73534168710763)"
14,15,169.74657160199658,11.014029736618301,"LINESTRING (44.62380961937969 79.47135850725819, 26.72233413008314 61.93566797137225)"
14,29,376.37509524098635,48.505936587117006,"LINESTRING (78.16822599652212 75.96521377681941, 69.02432425695679 57.7370848113482)"
14,49,254.69413852021495,43.439204820488236,"LINESTRING (30.25325524340395 70.05929659773292, 75.76255934765516 66.70288679041789)"
15,29,474.6919954946938,37.83896824374792,"LINESTRING (54.29676136819399 58.399372809808526, 66.16957599151621 55.6113124567257)"
15,49,155.0083776583973,26.358117776570793,"LINESTRING (39.42075418425462 62.7630931584925, 50.456622721067305 57.27229197245241)"
16,21,236.4265404201034,16.93177280283383,"LINESTRING (26.890209484352212 68.31860127324897, 37.31783319441534 67.43714664267837)"
16,33,145.38940849623563,16.257481706843443,"LINESTRING (29.26176291645214 64.43420305564453, 51.95536595309515 51.55470610467281)"
16,37,469.8774473114251,20.009715926583812,"LINESTRING (40.196256691635234 54.03244030816923, 23.802498228366066 79.69880697169836)"
16,45,450.9357413523924,31.969066588244818,"LINESTRING (39.34123069848338 74.29623337563905, 35.27843928582583 70.44508166671788)"
17,18,203.17665108606224,38.583836908002496,"LINESTRING (65.61367159338118 67.86916221823533, 48.2945713130095 62.355227424418054)"
17,24,363.99361841367164,36.40789506870925,"LINESTRING (40.93209599257972 77.88587432743478, 69.83716446726375 78.95080731999538)"
17,32,426.88888008048633,21.197355877837715,"LINESTRING (27.457833409132682 71.92602425610933, 76.30042740926227 55.43699198496981)"
17,35,322.0803246397849,48.19461122652776,"LINESTRING (23.98977604200665 72.23361947870177, 54.46838679079471 75.25486330274816)"
17,46,311.8602313424026,39.51587666783074,"LINESTRING (28.386342597577368 73.8580193557967, 32.09763920286467 54.90967828597113)"
17,47,196.74091636018068,32.17416210045603,"LINESTRING (29.855947875859577 74.43724160694146, 59.91183324177201 65.69196274307357)"
17,48,137.2411071223597,34.46882984937409,"LINESTRING (41.529829047410146 76.31601622439325, 43.546706445358126 74.49798318414732)"
18,24,458.8863031813307,26.784002497111597,"LINESTRING (46.3480945142131 61.30833288274722, 47.76078714017639 59.041336224924265)"
18,32,460.1672228653322,19.909239580046297,"LINESTRING (64.85656281057507 65.08161170277438, 33.93276170880904 76.98723719823705)"
18,46,353.24058290930714,24.238907146050465,"LINESTRING (43.033473282392684 66.30658583341966, 74.38832665787282 68.72713987741976)"
18,47,235.61191641948028,40.31384441857476,"LINESTRING (27.013882442501846 78.19496370840426, 57.66248318428507 60.047168439712586)"
18,48,239.68382984506437,10.575739545190235,"LINESTRING (28.356324359803235 73.82075567810888, 57.20436535571081 66.00383275928965)"
19,24,390.38227154809573,14.64290562027665,"LINESTRING (73.63355498305745 73.65791633673592, 29.10049278396507 59.35166203386645)"
19,40,458.84410398103086,11.84010568087011,"LINESTRING (34.90934838886794 72.3183887771803, 22.011946084146764 67.0966905461395)"
19,46,454.8345697060469,11.629152092758805,"LINESTRING (65.74752114444144 76.30296910285249, 40.52490492295445 74.63771914016039)"
19,48,411.9502183430495,44.21842336044029,"LINESTRING (26.637904217312432 75.39356875203555, 27.649319739918944 61.91861871681102)"
20,25,356.8126584617151,38.146314375200944,"LINESTRING (67.83772194677321 54.49752282046322, 33.75508371395849 71.667577051792)"
20,42,133.65598599801953,28.96695316349301,"LINESTRING (63.202192192764464 69.23442898655892, 61.636906668026 66.28173330042789)"
23,26,164.6514856378455,13.91336642604006,"LINESTRING (35.10794353441717 60.37087980511758, 30.89586300808554 77.25351684000884)"
23,41,459.4216754108317,29.664635004673293,"LINESTRING (55.00350768596723 62.0255425029092, 47.720348218647956 78.41850018835446)"
24,32,342.57162386383595,28.938870831222626,"LINESTRING (29.201084186964813 67.58689496050391, 50.35332073306796 68.34362706303943)"
24,35,103.67882064665186,16.928074796400608,"LINESTRING (21.08661102925043 76.16371726832455, 75.92709694901674 66.95399550767627)"
24,46,140.58861714641284,27.35406596951892,"LINESTRING (61.799049432613536 77.67498143531887, 62.43431805880392 54.57617128742784)"
24,48,365.40070764322235,25.94018937589494,"LINESTRING (54.57730161000879 68.20145139148568, 45.44784027814316 72.09332706874169)"
25,33,102.02463353848748,34.63400392208866,"LINESTRING (76.06202088614089 77.76705538720329, 47.050362284247925 53.39714137522266)"
25,37,164.32322056699945,35.40374603470575,"LINESTRING (79.09047193774008 75.16694259337802, 27.47976087219601 77.62525647852117)"
25,45,319.49351574663444,11.81216039088178,"LINESTRING (72.1937817237277 65.56514171378217, 55.476526144695754 61.970081116103906)"
26,41,376.7580790770773,24.98450458505885,"LINESTRING (23.28569832932188 60.05591724937703, 68.17120691588069 50.138960690138084)"
27,31,360.7845038010402,35.03439662856945,"LINESTRING (40.00995030146865 61.9450608077283, 52.24373617627537 77.59566849238281)"
27,43,189.7077237842239,30.125450343203507,"LINESTRING (40.780759661957674 60.40859605688683, 64.25007488658491 63.56653822669421)"
29,30,384.8716885390144,44.25959364753289,"LINESTRING (33.47628937639892 63.5731854839808, 28.451421222787992 55.2916095951867)"
29,34,194.89963499872005,36.347745264757805,"LINESTRING (49.902066364368785 62.56776348513644, 74.890754064086 60.871816973498994)"
29,44,230.1598792637071,16.517377083257188,"LINESTRING (54.83530101668261 68.96792863758591, 20.785667395300017 69.90612116050131)"
29,49,398.59656204720966,12.822749896017193,"LINESTRING (30.682158012185084 78.83210952408365, 28.919763665186778 62.43872371181071)"
30,34,359.85315961888585,35.69677112825262,"LINESTRING (25.12098008471863 79.90622755537842, 50.13170061987455 67.86155051960131)"
30,44,439.6893641976712,11.060452421664873,"LINESTRING (24.02458864330565 72.49881411197534, 32.594335585735145 76.94162868322141)"
31,43,363.04515692013734,33.43102325093853,"LINESTRING (32.308378428920435 55.720631619909994, 22.192980070885692 64.16200835329998)"
32,46,327.32344133418866,47.6092096569983,"LINESTRING (53.890467995756985 51.971259182850574, 66.53165700170064 63.59866504244083)"
32,47,137.469907131237,33.01896711503516,"LINESTRING (51.4634161596548 63.222882408146845, 44.04578365251956 66.78920993924653)"
32,48,247.0863212237734,25.526797048260875,"LINESTRING (29.31441475584275 55.45784391485813, 71.70713726081104 78.38346386400897)"
33,37,206.08094707269018,35.73152873769413,"LINESTRING (42.398558976785175 58.12234019430662, 58.639972594340946 62.262025132942895)"
33,39,197.5958573516334,28.330115619660667,"LINESTRING (21.52318133962069 54.68457792098571, 62.958333730843854 69.76771825730454)"
33,45,489.2042219009782,31.8246715726374,"LINESTRING (21.62575955020901 56.659164857988486, 33.86448779528428 70.15678230796185)"
34,44,257.23908986670415,47.658592351061,"LINESTRING (21.182632265261848 53.123257459537214, 67.99496512239136 55.356339861630005)"
34,47,456.8186220708453,25.44410551203097,"LINESTRING (59.16476647111248 57.14548343140179, 25.966483565560708 57.29516572998362)"
35,46,352.45545039890516,48.44762255295657,"LINESTRING (63.33601591133955 75.67089404318857, 69.8131918740195 61.915505888553646)"
36,40,417.9245214166594,46.21402567824255,"LINESTRING (60.08510819423877 56.149528862474625, 37.588863815660794 76.89007455563359)"
37,39,301.0548372420768,17.831645391571858,"LINESTRING (20.78011541064416 52.56525592563404, 32.47317530876164 50.79596611621459)"
37,45,330.76155385054363,12.774452035006618,"LINESTRING (30.886126105387838 67.49124682909077, 45.28547303554988 76.78015133230925)"
39,42,297.00707752754556,14.031120055097066,"LINESTRING (69.04661370430645 60.25452055093628, 35.56540600587755 61.390772245018006)"
40,48,178.09719511921782,10.72887302606199,"LINESTRING (55.417696550888465 58.041909224686286, 57.44893447094804 62.28234956573721)"
44,47,388.9808461046021,13.777718430237137,"LINESTRING (53.12283085111881 63.083795874059504, 37.66794557251506 78.4535992088647)"
46,48,212.30894497634233,37.320270936654275,"LINESTRING (65.81634764958565 54.203395272993575, 72.10807855387478 64.62293594748542)"
